,Judul,Url,Bahan,Step,clean
23,Resep Bolu Panggang Pisang Coklat,https://resepkoki.id/resep/resep-bolu-panggang-pisang-coklat/," Pisang ambon matang  -  200 gram Telur  -  3 butir Emulsifier  -  1/2 sdt Tepung terigu protein sedang  -  150 gram Baking powder  -  1/2 sdt Coklat bubuk  -  20 gram Minyak goreng  -  100 ml Pisang, potong tipis  -  secukupnya Chocochips  -  secukupnya","Haluskan pisang menggunakan garpu, sisihkan. Campur tepung terigu, baking powder, dan coklat bubuk. Aduk rata lalu sisihkan dahulu.Kocok telur, gula pasir dan emulsifier sampai mengembang putih kental berjejak.Masukkan pisang yang sudah dihaluskan, mixer dengan kecepatan rendah sampai tercampur rata.Masukkan campuran terigu dan coklat bubuk bertahap, kocok dengan kecepatan rendah.Masukkan minyak goreng, aduk balik menggunakan spatula sampai tercampur rata.Tuang ke dalam loyang loaf yang sudah dialasi kertas roti dan dioles margarin tipis. Topping dengan potongan pisang dan chocochips secukupnya.Panggang dengan suhu 170°C selama 40 menit, sesuaikan dengan oven masing-masing.","['tepung terigu', 'telur', 'pisang ambon', 'choco chips', 'coklat bubuk', 'pisang', 'emulsifier', 'baking powder']"
24,Resep Bolu Panggang Keju,https://resepkoki.id/resep/resep-bolu-panggang-keju/, Telur  -  4 butir Emulsifier  -  1/2 sdt Gula pasir  -  150 gram Susu bubuk  -  20 gram Tepung Maizena  -  20 gram Margarin leleh  -  100 gram Keju parut  -  65 gram Keju parut  -  secukupnya,"Kocok telur, gula pasir dan emulsifier sampai mengembang putih kental berjejak.Masukkan tepung bertahap sedikit-sedikit, kocok dengan kecepatan rendah.Masukkan margarin leleh, aduk balik menggunakan spatula.Masukkan keju parut, aduk asal tercampur rata.Tuang ke dalam loyang yang sudah dialasi kertas roti dan dioles margarin tipis, taburi dengan keju parut secukupnya.Panggang dengan suhu 170°C selama 40 menit sampai matang, sesuaikan oven masing-masing.","['tepung maizena', 'keju', 'telur', 'susu bubuk', 'margarin', 'emulsifier']"
25,Resep Bubur Merah Putih,https://resepkoki.id/resep/resep-bubur-merah-putih/," Beras, rendam semalaman  -  100 gram Beras ketan, rendam semalaman  -  100 gram Gula merah, sisir  -  125 gram Santan, dari 1/2 butir kelapa  -  500 ml Air  -  750 ml Garam  -  1/2 sdt Daun pandan, simpulkan  -  2 lembar Santan kental dari 1/2 butir kelapa  -  200 ml Daun pandan, simpukan  -  1 lembar Garam  -  secukupnya Tepung maizena, larutkan dengan 2 sdm air  -  1/2 sdt","Campurkan gula merah sisir dengan 75 ml air. Masak sampai air mendidih dan gula larut, angkat. Saring jika perlu.Masak 750 ml air dan 2 lembar daun pandan sampai mendidih. Masukkan beras putih dan beras ketan yang sudah direndam dan ditiriskan, masak dengan api sedang sampai kental dan lunak.Masukkan santan, beri garam, aduk lagi, masak sampai teksturnya lembut.Ambil beberapa sendok bubur putih, sisihkan.Masukkan gula merah cair ke dalam sisa bubur. Lanjutkan memasak sambil terus diaduk sampai rata, angkat.Buat Kuah Santan: Masak santan kental dan daun pandan sampai mendidih, masukkan garam dan larutan maizena. Aduk sampai mengental, angkat.Sajikan bubur merah dengan topping bubur putih di atasnya. Beri kuah santan sesaat sebelum disantap.","['tepung maizena', 'kelapa', 'beras ketan', 'daun pandan', 'santan', 'beras', 'merah', 'kental']"
26,Resep Oseng Tahu Telur,https://resepkoki.id/resep/resep-oseng-tahu-telur/," Tahu putih, potong dadu  -  5 buah Telur, kocok lepas  -  2 butir Bawang putih, cincang halus  -  2 siung Cabai merah keriting, potong serong  -  3 buah Jahe, memarkan  -  2 cm Daun bawang, rajang kasar  -  1 batang Garam  -  1/2 sdt Gula pasir  -  1/2 sdt Merica bubuk  -  1/4 sdt Kecap asin  -  1 sdt Minyak goreng  -  3 sdm Air  -  50 ml","Panaskan minyak goreng, tumis bawang merah dan bawang putih sampai harum. Masukkan jahe dan cabai merah, aduk sampai layu lalu sisihkan di pinggir wajan.Masukkan telur, aduk sampai terbentuk orak-arik, aduk kembali dengan tumisan cabai bawang.Masukkan tahu putih, aduk perlahan agar tidak hancur. Beri sedikit air, bumbui dengan garam, gula, merica, dan kecap asin. Aduk sampai rata dan masak sampai mendidih, koreksi rasanya.Masukkan daun bawang sesaat sebelum api dimatikan, aduk sebentar. Matikan api lalu angkat dan sajikan.Masak telur orak-arik sampai benar-benar matang agar rasa masakan tidak amis.","['tahu putih', 'cabai merah keriting', 'telur', 'kecap asin', 'merica bubuk', 'jahe', 'daun bawang', 'bawang putih']"
27,Resep Kue Lobak,https://resepkoki.id/resep/resep-kue-lobak/," Lobak  -  500 gram Ebi sangrai  -  50 gram Bawang putih, cincang halus  -  3 siung Tepung tapioka  -  50 gram Merica bubuk  -  1/4 sdt Garam  -  1 sdt Kaldu bubuk  -  1 sdt Gula pasir  -  1 sdm Air  -  350 ml Daun bawang, untuk taburan  -  secukupnya Saus sambal  -  secukupnya","Kupas lobak, cuci bersih kemudian potong-potong. Lalu haluskan lobak menggunakan food chopper atau bisa juga diparut.Campur tepung beras, tapioka dan air. Aduk sampai rata dan tidak bergerindil. Sisihkan.Tumis bawang putih dan ebi hingga harum, masukkan lobak yang sudah dihaluskan, tumis sampai layu. Tambahkan garam, gula, kaldu bubuk dan merica, aduk rata.Masukkan larutan tepung beras dan tapioka, aduk rata. Masak sampai adonan mengental dan kalis.Masukkan adonan ke dalam loyang kotak yang sudah diolesi dengan minyak goreng. Padatkan dan ratakan. Kukus selama 45 menit.Dinginkan baru kemudian dipotong-potong (alasi pisau dengan plastik supaya tidak lengket).Goreng kue lobak hingga kuning kecoklatan. Taburi dengan daun bawang, sajikan dengan saus sambal.","['saus sambal', 'lobak', 'ebi', 'merica bubuk', 'daun bawang', 'tepung tapioka', 'bawang putih', 'kaldu bubuk']"
28,Resep Sumpia Abon,https://resepkoki.id/resep/resep-sumpia-abon/, Kulit lumpia siap pakai  -  20 lembar Tepung terigu  -  1/2 sdm Air  -  secukupnya Abon ayam atau abon sapi - secukupnya,"Potong-potong kulit lumpia, 1 lembar jadi 4 bagian memanjang.Larutkan tepung terigu dengan secukupnya air.Ambil 1 lembar potongan, isi dengan abon secukupnya di bagian ujung, kemudian lipat bentuk segitiga. Rekatkan ujungnya dengan larutan terigu. Lakukan sampai habis.Goreng sumpia dengan api kecil sampai matang coklat keemasan. Angkat dan tiriskan.Biarkan panasnya hilang dan minyak turun. Simpan di toples kedap udara.","['abon ayam', 'kulit lumpia', 'tepung terigu', 'abon sapi']"
29,Resep Tumis Kulit Melinjo,https://resepkoki.id/resep/resep-tumis-kulit-melinjo/," Kulit melinjo  -  200 gram Bawang merah  -  5 butir Bawang putih  -  3 siung Cabai hijau, iris serong  -  2 buah Lengkuas  -  2 ruas jari Daun salam  -  2 lembar Saus tiram  -  1 sdm Teri, goreng kering  -  50 gram Garam  -  secukupnya Gula  -  secukupnya Bel","Cuci bersih kulit melinjo, rebus sebentar sampai kulit lembut dan empuk. Angkat dan tiriskan.Iris tipis bawang merah dan bawang putih, kemudian tumis bersama lengkuas dan daun salam sampai harum.Masukkan kulit melinjo dan irisan cabai aduk rata, tambahkan sedikit air.Tambahkan saus tiram, garam dan gula sesuai selera, aduk rata.Masukkan teri, aduk rata, masak sampai matang dan bumbu meresap.","['saus tiram', 'kering', 'cabai hijau', 'lengkuas', 'daun salam', 'bel', 'teri', 'bawang putih', 'bawang merah', 'kulit melinjo']"
30,Resep Baklava,https://resepkoki.id/resep/resep-baklava/," Filo pastry  -  36 lembar Kacang tanah, sangrai  -  100 gram Chocochips  -  100 gram Kayu manis, bubuk  -  1 sdt Mentega cair, untuk olesan  -  : Gula pasir  -  200 gram Air  -  200 ml Air lemon  -  1 sdm ","Campur kacang tanah, palm sugar, dan kayu manis bubuk, haluskan menggunakan food processor.Ambil satu lembar filo letakkan di dasar pinggan tahan panas atau loyang. Oles permukaannya dengan mentega cair, tumpuk kembali dengan kulit filo, lalu oles lagi permukaanya dengan mentega cair. Ulangi hingga 6 lapis.Taburi dengan kacang yang sudah dihaluskan dan chocochips, kemudian tutup dengan kulit filo, olesi dengan margarin cair. Ulangi menumpuk kulit filo hingga 6 lapis. Setelah itu taburi kembali dengan isian, lakukan sampai kulit dan isian baklava habis. Sisakan sedikit isian untuk topping.Potong-potong baklava yang sudah tersusun di pinggan.Panggang 180°C selama 45 menit sampai matang kecoklatan.Sirup: Campur semua bahan sirup jadi satu, masak sampai mendidih dan air sedikit menyusut.Siram sirup ke atas baklava, biarkan sirup terserap baru disajikan.","['mentega', 'lemon', 'kacang tanah', 'bubuk', 'kayu manis', 'choco chips', 'pastry', 'filo']"
31,Resep Hintalu Karuang,https://resepkoki.id/resep/resep-hintalu-karuang/," Tepung ketan  -  150 gram Tepung beras  -  50 gram Air (sesuaikan konsistensi adonan)  -  160 ml Santan  -  800 ml Gula merah  -  200 gram Daun pandan  -  1 lembar Garam  -  1/2 sdt Telur, kocok lepas  -  1 butir Tepung beras, larutkan dengan sedikit air  -  2 sdm  ","Campur tepung ketan dan tepung beras, tambahkan air sedikit-sedikit sampai tekstur bisa dipulung.Bentuk bulat-bulat adonan, tata di nampan atau piring yang sudah ditaburi tepung ketan supaya tidak lengket. Lakukan sampai adonan habis.Rebus santan dengan gula merah, daun pandan, dan garam sampai gula larut dan mendidih.Masukkan bola-bola ketan, masak sampai bola-bola mengapung, tambahkan telur kocok, aduk rata supaya berserabut.Masukkan tepung beras yang sudah dilarutkan dengan air, aduk rata. Masak sampai mendidih.","['tepung ketan', 'telur', 'daun pandan', 'santan', 'merah', 'tepung beras']"
32,Resep Lempok Durian,https://resepkoki.id/resep/resep-lempok-durian/, Daging durian  -  500 gram Gula aren  -  50 gram Garam  -  1/4 sdt,"Masukkan daging durian ke dalam wajan, masak dengan api kecil sambil terus diaduk.Setelah adonan berkurang kadar airnya, masukkan gula dan garam. Aduk terus adonan sampai warnanya berubah menjadi gelap dan adonan akan semakin berat saat diaduk. Masak sampai adonan kalis.Bentuk adonan menjadi bulat memanjang, biarkan dingin baru kemudian dipotong-potong.","['daging sapi', 'aren']"
33,Resep Asidah,https://resepkoki.id/resep/resep-asidah/," Tepung terigu protein sedang  -  250 gram Gula merah  -  200 gram Margarin  -  1 sdm Kayu manis  -  2 batang Kapulaga  -  5 butir Cengkeh  -  3 : Margarin, lelehkan  -  2 sdm","Campur air, gula merah, kayu manis, kapulaga dan cengkih, rebus sampai gula larut dan mendidih. Saring airnya dan dinginkan.Masukkan terigu dalam wadah, tuang air gula sebagian. Aduk sampai licin kemudian masukkan sisa air gula.Masak adonan sampai tekstur mengental, tambahkan 1 sendok makan margarin. Masak terus sambil terus diaduk sampai teksturnya kalis seperti dodol.Bentuk adonan seperti mangkuk, kemudian tekan bagian atasnya sampai membentuk lubang.Isi lubang bagian atas dengan margarin leleh. Asidah siap disajikan.","['tepung terigu', 'kayu manis', 'cengkeh', 'merah', 'margarin', 'kapulaga']"
34,Resep Sumpia Ebi,https://resepkoki.id/resep/resep-sumpia-ebi/," Kulit lumpia siap pakai  -  20 lembar Putih telur, untuk perekat  -  1 butir Minyak goreng, untuk menggoreng  -  secukupnya Ebi  -  100 gram Bawang putih  -  3 siung Bawang merah goreng  -  1 sdm Ketumbar bubuk  -  1/2 sdt Kaldu bubuk  -  1/2 sdt Brown sugar  -  4 sdm","Rendam ebi selama 30 menit, tiriskan airnya.Haluskan bawang putih lalu tumis dengan sedikit minyak hingga harum. Masukkan ebi, masak sampai kering. Angkat dan tiriskan dari minyak.Campur ebi yang sudah dimasak sampai kering dengan bawang merah goreng, ketumbar bubuk, kaldu bubuk, dan brown sugar. Haluskan menggunakan chopper, ebi siap digunakan.Potong 1 lembar kulit lumpia menjadi 4 bagian, lakukan sampai habis.Ambil 1 potong kulit lumpia, isi dengan ebi secukupnya, kemudian lipat menyerupai amplop, rekatkan ujungnya dengan putih telur. Lakukan sampai habis.Goreng sumpia dengan api kecil sampai matang kecoklatan dan garing. Angkat dan tiriskan.Dinginkan dan simpan di toples kedap udara.","['bawang merah', 'ketumbar bubuk', 'brown sugar', 'ebi', 'putih telur', 'kulit lumpia', 'bawang putih', 'rekat', 'kaldu bubuk']"
35,Resep Sticky Jalebi,https://resepkoki.id/resep/resep-sticky-jalebi/, Tepung terigu  -  150 gram Maizena  -  4 sdm Baking soda  -  1/4 sdt Air  -  200 ml Pewarna makanan orange  -  secukupnya Pewarna makanan kuning  -  secukupnya Air  -  50 ml Gula  -  100 gram Air lemon  -  1 sdm,"Campur tepung terigu, maizena, dan baking soda lalu aduk rata.Tambahkan air, aduk sampai rata kemudian masukkan yogurt dan beberapa tetes pewarna, aduk rata. Diamkan adonan 15 menit.Setelah 15 menit, masukkan adonan dalam plastik segitiga kemudian goreng melingkar menyerupai spiral. Goreng dalam minyak panas sampai jalebi matang, angkat dan tiriskan.Sirup Gula: Campur semua bahan sirup, masak sampai mendidih dan mengental.Celupkan Jalebi yang sudah digoreng ke dalam sirup gula. Angkat sisihkan. Sticky Jalebi siap disajikan.","['lemon', 'tepung terigu', 'baking soda', 'kuning', 'warna', 'tepung maizena', 'orange']"
36,Resep Model Ikan Palembang,https://resepkoki.id/resep/resep-model-ikan-palembang/," Ikan tenggiri giling  -  500 gram Tepung sagu  -  300 gram Bawang putih, haluskan  -  3 siung Garam  -  1 sdm Kaldu bubuk  -  1 sdt Merica bubuk  -  1/2 sdt Minyak goreng  -  1 sdm Air  -  250 ml Tahu putih  -  5 buah Udang, cincang sebagian  -  250 gram Bawang merah  -  8 butir Bawang putih  -  4 siung Merica bubuk  -  1/4 sdt Garam  -  1/2 sdm","Cuci bersih tahu putih, kemudian potong-potong bentuk kotak. Goreng tahu setengah matang, angkat dan tiriskan.Campur daging ikan tenggiri dengan telur, bumbu-bumbu, dan air. Tambahkan tepung sagu sedikit-sedikit sambil terus diaduk hingga tercampur rata. Tambahkan 1 sendok makan minyak goreng, aduk rata.Ambil sedikit adonan, isi tengahnya dengan tahu kemudian tutup lagi dengan adonan, bentuk bulat. Lakukan hingga adonan habis. Kemudian goreng hingga matang.Kuah: Haluskan bawang merah dan bawang putih, kemudian tumis hingga harum. Masukkan udang, tumis hingga udang berubah warna.Tambahkan air, kemudian bumbui dengan merica, garam, gula, dan kaldu bubuk. Masak sampai mendidih, lalu masukkan daun bawang, matikan api.Potong-potong model ikan, tata dalam mangkuk, siram dengan kuahnya.Sajikan dengan pelengkap soun, timun, dan taburan bawang goreng.","['bawang merah', 'tepung sagu', 'tahu putih', 'merica bubuk', 'udang', 'kaldu bubuk', 'bawang putih', 'ikan tenggiri', 'giling']"
37,Resep Kue Keranjang,https://resepkoki.id/resep/resep-kue-keranjang/," Tepung ketan  -  350 gram Gula pasir  -  300 gram Air  -  500 ml Daun pisang, untuk membungkus  -  secukupnya ","Ambil setengah bagian gula pasir, masak dengan api kecil hingga menjadi caramel.Setelah menjadi caramel masukkan setengah bagian air dengan bertahap sambil terus diaduk (hati-hati dan pelan-pelan karena caramel akan memercik). Masak sampai caramel larut.Setelah caramel larut, masukkan daun pandan, sisa gula pasir, dan air, masak sampai mendidih. Matikan api, diamkan hingga dingin.Setelah dingin tuang air caramel ke dalam tepung ketan, sedikit-sedikit sambil diaduk rata sampai tidak ada gumpalan. Adonan bisa disaring supaya lebih halus.Panaskan daun pisang diatas kompor supaya lemas, kemudian alasi dasar dan tepi loyang dengan daun pisang. Loyang diameter 10 cm, apabila tidak ada loyang kecil bisa menggunakan rantang kecil.Tuang adonan kue keranjang ke dalam loyang sampai tingginya setengah loyang.Kukus adonan selama 2 jam hingga matang. Siap disajikan.","['tepung ketan', 'daun pisang']"
38,Resep Laksan,https://resepkoki.id/resep/resep-laksan/, Ikan tenggiri giling  -  250 gram Tepung sagu  -  250 gram Air es  -  120 ml Kaldu jamur / udang bubuk  -  1/2 sdt Bawang merah  -  4 butir Bawang putih  -  3 siung Cabai merah  -  5 buah Jahe  -  2 ruas jari Ketumbar  -  1/2 sdt Kemiri  -  4 butir Ebi  -  1 sdm Serai  -  1 batang Daun salam  -  3 lembar Santan kental  -  300 ml,"Aduk rata ikan tenggiri dengan air, aduk sampai air menyatu dengan ikan.Masukkan garam dan kaldu bubuk aduk hingga adonan mengental.Masukkan tepung bertahap hingga adonan rata dan bisa dibentuk.Bentuk bulat lonjong adonan kemudian pipihkan sedikit.Rebus adonan dalam air mendidih sampai matang, kemudian tiriskan dan potong-potong sesuai selera.Haluskan bumbu halus, bawang merah, bawang putih, cabai merah, jahe, ketumbar, kemiri, dan ebi. Kemudian tumis bumbu halus bersama serai dan daun salam sampai harum.Tambahkan air 1 liter air, masak sampai kuah mendidih. Setelah mendidih masukkan garam, gula, merica, kaldu udang bubuk.","['tepung sagu', 'kaldu jamur', 'bubuk', 'daun salam', 'ebi', 'santan', 'cabai merah', 'jahe', 'kemiri', 'udang', 'bawang putih', 'bawang merah', 'serai', 'ikan tenggiri', 'giling', 'ketumbar', 'kental']"
39,Resep Gudangan,https://resepkoki.id/resep/resep-gudangan/, Kacang panjang  -  100 gram Tauge  -  100 gram Wortel  -  2 buah Kol  -  1/2 buah Kelapa parut (agak muda)  -  1/2 Cabai merah  -  4 buah Cabai rawit  -  2 buah Kencur  -  1 ruas jari Terasi  -  1 sdt Gula merah  -  3 sdt Daun jeruk  -  3 lembar Garam  -  1/4 sdt Telur rebus  -  secukupnya,"Rebus terpisah kacang panjang, tauge, wortel, bayam, dan kol sampai matang. Angkat dan tiriskan.Uleg semua bumbu halus, kemudian campur dengan kelapa parut. Aduk sampai bumbu tercampur rata.Kukus kelapa parut yang sudah dibumbui selama 15 menit.Campur sayuran rebus dengan kelapa parut. Sajikan dengan pelengkap telur rebus.","['terasi', 'tauge', 'kelapa muda', 'kol', 'daun jeruk', 'telur', 'kacang', 'cabai merah', 'cabai rawit', 'wortel', 'merah', 'kencur']"
40,Resep Saus Barbeque,https://resepkoki.id/resep/resep-saus-barbeque/," Saus tomat  -  150 ml Bawang putih  -  2 siung Kecap inggris  -  2 sdm Brown sugar  -  1 sdm Lada hitam  -  1/2 sdt Garam  -  1/4 sdt Air  -  100 ml Margarin, untuk menumis  -  1 sdm","Haluskan lada hitam kemudian cincang halus bawang putih, sisihkan.Panaskan margarin kemudian tumis bawang putih sampai harum.Masukkan saus tomat, kecap inggris, saus tiram, brown sugar, lada hitam, garam dan air, aduk rata.Masak sampai saus mengental dan meletup, lalu matikan api.Saus barbeque siap digunakan.Masukkan dalam wadah tertutup dan simpan di lemari es jika ingin disimpan lebih lama.","['lada', 'brown sugar', 'kecap inggris', 'hitam', 'bawang putih', 'saus tomat', 'margarin']"
41,Resep Sosis Asam Manis,https://resepkoki.id/resep/resep-sosis-asam-manis/," Sosis  -  8 buah Bawang putih, cincang halus  -  2 siung Bawang bombay, cincang kasar  -  1/2 buah Cabai merah besar, iris serong  -  2 buah Saus tomat  -  3 sdm Saus tiram  -  1 sdm Gula pasir  -  1,5 sdm Garam  -  1/2 sdt Air  -  250 ml Maizena, encerkan dengan sedikit air  -  1/2 sdm","Potong sosis menjadi 4 bagian kemudian belah ujungnya tidak sampai putus.Tumis bawang putih dan bawang bombay sampai harum, masukkan wortel dan sosis, tumis sebentar. Tambahkan air, masak sampai mendidih.Setelah mendidih masukkan saus tomat, saus tiram, gula pasir, garam dan irisan cabai. Aduk rata sambil terus dimasak sampai mendidih.Tambahkan maizena yang sudah diencerkan dengan sedikit air, aduk rata. Masak hingga kuah mengental. Koreksi rasanya.Sosis asam manis siap disajikan.","['sosis', 'saus tiram', 'cabai merah', 'bawang putih', 'bawang bombay', 'tepung maizena', 'saus tomat']"
